file,sheet,monitor,points,reason
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-7段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,1,8881,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-7段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,5,8881,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-7段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,8,8881,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-7段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,7,8881,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-7段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,6,8881,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-7段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,4,8822,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-7段压裂施工-1、2、3、4、6、7、8井秒点压力监测.xls,导出数据,2,8822,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-7段压裂施工-1、2、4、6、7、8井分点压力监测.xls,导出数据,1,149,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-7段压裂施工-1、2、4、6、7、8井分点压力监测.xls,导出数据,5,149,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-7段压裂施工-1、2、4、6、7、8井分点压力监测.xls,导出数据,8,149,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-7段压裂施工-1、2、4、6、7、8井分点压力监测.xls,导出数据,7,149,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-7段压裂施工-1、2、4、6、7、8井分点压力监测.xls,导出数据,6,149,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-7段压裂施工-1、2、4、6、7、8井分点压力监测.xls,导出数据,4,149,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8-5-7段压裂施工-1、2、4、6、7、8井分点压力监测.xls,导出数据,2,149,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8_邻井压力数据_2.3井分点.xls,导出数据,3,319,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8_邻井压力数据_2.3井分点.xls,导出数据,2,319,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8_邻井压力数据_2.3井秒点.xls,导出数据,3,19080,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\泸206H8\泸206H8 邻井压力监测\泸206H8_邻井压力数据_2.3井秒点.xls,导出数据,2,19077,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\阳101H25\阳101H25 邻井压力监测\阳101H25_邻井压力监测数据_邻井压力监测数据_压窜模板1井.xlsx,1-28 (3),8,12811,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\阳101H31\阳101H31 邻井压力监测\1井_8_12：07-17：00.xlsx,Sheet1,5,1,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\阳101H31\阳101H31 邻井压力监测\阳101H31--井第4段压裂期间阳101H25-5井压力数据.csv,text,5,1,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\阳101H31\阳101H31 邻井压力监测\阳101H31平台1井第3段压裂期间阳101H25-5井压力秒点数据(1).csv,text,5,1,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\阳101H31\阳101H31 邻井压力监测\阳101H31平台2井第3段压裂期间阳101H25平台压力秒点数据.csv,text,2,1,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\阳101H31\阳101H31 邻井压力监测\阳101H31平台2井第3段压裂期间阳101H25平台压力秒点数据.csv,text,3,1,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\阳101H31\阳101H31 邻井压力监测\阳101H31平台2井第3段压裂期间阳101H25平台压力秒点数据.csv,text,4,1,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\阳101H31\阳101H31 邻井压力监测\阳101H31平台2井第3段压裂期间阳101H25平台压力秒点数据.csv,text,1,1,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\阳101H31\阳101H31 邻井压力监测\阳101H31平台2井第3段压裂期间阳101H25平台压力秒点数据.csv,text,5,1,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\阳101H31\阳101H31 邻井压力监测\阳101H31平台2井第3段压裂期间阳101H25平台压力秒点数据.csv,text,6,1,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-2-14段压裂施工-4、6井分点压力监测.xlsx,导出数据,4,259,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-2-14段压裂施工-4、6井分点压力监测.xlsx,导出数据,6,259,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-2-7段压裂施工-4、6井分点压力监测.xlsx,导出数据,4,275,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-2-7段压裂施工-4、6井分点压力监测.xlsx,导出数据,6,275,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-2-9段压裂施工-4、6井分点压力监测.xlsx,导出数据,4,236,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-2-9段压裂施工-4、6井分点压力监测.xlsx,导出数据,6,236,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-4-11段压裂施工-6井秒点压力监测.xlsx,导出数据,6,13141,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-4-13段压裂施工-6井秒点压力监测.xlsx,导出数据,6,18721,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-4-14段压裂施工-6井秒点压力监测.xlsx,导出数据,6,17941,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-4-16段压裂施工-6井分点压力监测.xlsx,导出数据,6,290,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-4-1段压裂施工-5井秒点压力监测.xlsx,导出数据,5,8461,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-4-5段压裂施工-2、6井秒点压力监测.xlsx,导出数据,6,13621,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-4-5段压裂施工-2、6井秒点压力监测.xlsx,导出数据,2,13621,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-4-8段压裂施工-6井秒点压力监测.xlsx,导出数据,6,15181,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-6-10段压裂施工-2、5井秒点压力监测.xlsx,导出数据,5,9661,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-6-10段压裂施工-2、5井秒点压力监测.xlsx,导出数据,2,9661,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-6-5段压裂施工-11、14井压力监测.xlsx,图,11,25,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\阳101H43\阳101H43 邻井压力监测\阳101H43-2井压力上涨秒点数据-2.xls,导出数据,2,11472,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\阳101H43\阳101H43 邻井压力监测\阳101H43-2井压力上涨秒点数据.xls,导出数据,2,8523,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\阳101H43\阳101H43 邻井压力监测\阳101H43-2及-4井压力上涨秒点数据.xls,导出数据,2,12541,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\阳101H43\阳101H43 邻井压力监测\阳101H43-2及-4井压力上涨秒点数据.xls,导出数据,4,12541,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\阳101H6\阳101H6 邻井压力监测\阳101H6-6-5段压裂施工-5井套压压力监测.xls,导出数据,5,14401,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\阳101H6\阳101H6 邻井压力监测\阳101H6-7-11段压裂施工-8井套压压力监测.xls,导出数据,8,10501,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\阳101H6\阳101H6 邻井压力监测\阳101H6-7-11段压裂施工-8井套压压力监测.xls,导出数据,7,10501,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\阳101H6\阳101H6 邻井压力监测\阳101H6-8-12段压裂施工-7井套压压力监测.xls,导出数据,7,8101,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\阳101H6\阳101H6 邻井压力监测\阳101H6-8-12段压裂施工-7井套压压力监测.xls,导出数据,8,8101,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\阳101H6\阳101H6 邻井压力监测\阳101H6-8-24段压裂施工-7井秒点压力监测.xls,导出数据,7,6001,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\阳101H6\阳101H6 邻井压力监测\阳101H6-8-26段压裂施工-7井秒点压力监测.xls,导出数据,7,4861,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\阳101H6\阳101H6 邻井压力监测\阳101H6-8-27段压裂施工-7井秒点压力监测.xls,导出数据,7,9301,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\阳101H6\阳101H6 邻井压力监测\阳101H6-8-28段压裂施工-7井秒点压力监测.xls,导出数据,7,10681,新解析器未识别，保留旧解析器有效通道
E:\压裂窜扰项目\02 规范化\阳101H6\阳101H6 邻井压力监测\阳101H6-8-29段压裂施工-7井秒点压力监测.xls,导出数据,7,10021,新解析器未识别，保留旧解析器有效通道
